Day,Time,Website,Hop No,IP,Time1,Time2,Time3
16 Apr,16:00:02,www.harenet.ad.jp,5,10.11.1.0,1.657,1.574,1.506
16 Apr,16:00:02,www.harenet.ad.jp,6,146.97.141.116,4.582,4.531,4.454
16 Apr,16:00:02,www.harenet.ad.jp,8,146.97.33.61,5.319,4.923,5.421
16 Apr,16:00:02,www.harenet.ad.jp,9,146.97.35.194,4.779,4.981,4.669
16 Apr,16:00:02,www.harenet.ad.jp,11,62.115.142.244,6.909,6.806,6.762
16 Apr,16:00:02,www.harenet.ad.jp,12,62.115.139.142,5.055,5.033,5.045
16 Apr,16:00:02,www.harenet.ad.jp,13,62.115.135.25,12.400,12.336,12.282
16 Apr,16:00:02,www.harenet.ad.jp,14,62.115.138.227,24.438,24.666,21.936
16 Apr,16:00:02,www.harenet.ad.jp,15,62.115.142.243,161.514,226.753,172.200
16 Apr,16:00:02,www.harenet.ad.jp,16,62.115.141.221,167.281,225.892,226.740
16 Apr,16:00:02,www.harenet.ad.jp,17,62.115.140.30,225.552,166.800,225.467
16 Apr,16:00:02,www.harenet.ad.jp,18,62.115.142.37,225.963,226.299,244.719
16 Apr,16:00:02,www.harenet.ad.jp,20,211.125.119.102,243.929,238.135,245.398
16 Apr,16:00:02,www.harenet.ad.jp,21,211.125.114.70,243.868,250.312,255.267
16 Apr,20:00:01,www.washington.edu,1,192.168.25.1,0.580,0.497,0.421
16 Apr,20:00:01,www.washington.edu,2,139.222.0.1,4.184,6.976,9.899
16 Apr,20:00:01,www.washington.edu,3,10.0.0.1,4.135,7.059,10.010
16 Apr,20:00:01,www.washington.edu,4,193.62.92.125,1.478,1.400,1.320
16 Apr,20:00:01,www.washington.edu,5,10.11.1.0,1.614,1.531,1.450
16 Apr,20:00:01,www.washington.edu,6,146.97.141.116,4.425,4.232,4.156
16 Apr,20:00:01,www.washington.edu,7,146.97.38.49,4.625,4.738,4.662
16 Apr,20:00:01,www.washington.edu,8,146.97.33.5,5.300,5.152,5.014
16 Apr,20:00:01,www.washington.edu,11,62.40.125.18,78.218,79.579,79.487
16 Apr,20:00:01,www.washington.edu,12,163.253.1.116,146.249,148.010,147.720
16 Apr,20:00:01,www.washington.edu,13,163.253.1.9,148.609,148.596,148.357
16 Apr,20:00:01,www.washington.edu,14,163.253.1.139,148.026,147.877,147.459
16 Apr,20:00:01,www.washington.edu,15,163.253.2.17,147.456,147.748,147.973
16 Apr,20:00:01,www.washington.edu,16,163.253.2.74,147.297,146.430,146.358
16 Apr,20:00:01,www.washington.edu,17,163.253.1.245,184.036,183.927,146.931
16 Apr,20:00:01,www.washington.edu,18,163.253.1.242,146.406,146.353,148.456
16 Apr,20:00:01,www.washington.edu,19,163.253.1.171,147.807,147.662,147.563
16 Apr,20:00:01,www.washington.edu,20,163.253.1.157,147.745,147.554,147.504
16 Apr,20:00:01,www.washington.edu,21,64.57.28.54,145.459,145.142,145.069
16 Apr,20:00:01,www.washington.edu,25,128.95.0.66,154.159,149.438,146.230
16 Apr,20:00:01,www.bijt.net,1,192.168.25.1,0.893,0.811,0.708
16 Apr,20:00:01,www.bijt.net,2,139.222.0.1,4.326,7.361,10.064
16 Apr,20:00:01,www.bijt.net,3,10.0.0.1,14.607,34.550,31.370
16 Apr,20:00:01,www.bijt.net,4,193.62.92.125,1.345,1.278,1.364
16 Apr,20:00:01,www.bijt.net,5,10.11.1.0,1.721,1.655,1.594
16 Apr,20:00:01,www.bijt.net,6,146.97.141.116,4.403,5.024,4.653
16 Apr,20:00:01,www.bijt.net,7,146.97.38.49,6.429,5.676,5.599
16 Apr,20:00:01,www.bijt.net,8,146.97.33.61,4.575,5.589,5.049
16 Apr,20:00:01,www.bijt.net,9,146.97.35.194,4.981,4.790,4.586
16 Apr,20:00:01,www.bijt.net,11,130.117.15.20,5.172,5.163,5.007
16 Apr,20:00:01,www.bijt.net,12,154.54.74.141,6.805,7.197,5.909
16 Apr,20:00:01,www.bijt.net,13,154.54.75.150,5.453,6.030,5.594
16 Apr,20:00:01,www.bijt.net,14,154.54.95.101,74.782,74.346,74.913
16 Apr,20:00:01,www.bijt.net,15,154.54.30.121,79.146,79.191,79.071
16 Apr,20:00:01,www.bijt.net,16,154.54.169.178,96.146,96.815,96.755
16 Apr,20:00:01,www.bijt.net,17,154.54.40.110,99.404,99.363,102.599
16 Apr,20:00:01,www.bijt.net,18,154.54.40.249,112.185,112.410,112.362
16 Apr,20:00:01,www.bijt.net,19,154.54.165.30,133.860,134.509,134.387
16 Apr,20:00:01,www.bijt.net,20,154.54.166.58,133.253,133.390,133.490
16 Apr,20:00:01,www.bijt.net,21,154.54.44.86,139.263,139.250,139.157
16 Apr,20:00:01,www.bijt.net,22,154.54.3.70,139.061,140.056,140.012
16 Apr,20:00:01,www.bijt.net,23,154.54.86.41,137.209,137.073,136.751
16 Apr,20:00:01,www.bijt.net,24,38.104.84.15,143.309,142.926,143.247
16 Apr,20:00:01,www.bijt.net,25,104.171.226.68,142.999,142.837,142.887
16 Apr,20:00:01,www.bijt.net,26,172.80.0.167,142.335,142.233,142.293
16 Apr,20:00:01,www.ntua.gr,1,192.168.25.1,0.741,0.662,0.566
16 Apr,20:00:01,www.ntua.gr,2,139.222.0.1,3.990,7.118,10.133
16 Apr,20:00:01,www.ntua.gr,3,10.0.0.1,4.682,5.565,8.505
16 Apr,20:00:01,www.ntua.gr,4,193.62.92.125,1.819,1.755,1.693
16 Apr,20:00:01,www.ntua.gr,5,10.11.1.0,1.797,1.739,1.676
16 Apr,20:00:01,www.ntua.gr,6,146.97.141.116,4.365,4.501,4.427
16 Apr,20:00:01,www.ntua.gr,7,146.97.38.49,4.596,4.599,4.523
16 Apr,20:00:01,www.ntua.gr,8,146.97.33.5,5.879,5.398,5.324
16 Apr,20:00:01,www.ntua.gr,14,62.40.124.43,52.196,50.850,50.974
16 Apr,20:00:01,www.ntua.gr,15,62.217.100.72,60.117,60.542,60.285
16 Apr,20:00:01,www.ntua.gr,16,62.217.96.169,61.357,61.203,66.802
16 Apr,20:00:01,www.harenet.ad.jp,1,192.168.25.1,0.557,0.534,0.409
16 Apr,20:00:01,www.harenet.ad.jp,3,10.0.0.1,4.292,7.259,15.470
16 Apr,20:00:01,www.harenet.ad.jp,4,193.62.92.125,1.287,1.262,1.154
16 Apr,20:00:01,www.harenet.ad.jp,5,10.11.1.0,1.568,1.509,1.750
16 Apr,20:00:01,www.harenet.ad.jp,6,146.97.141.116,4.449,5.078,4.995
16 Apr,20:00:01,www.harenet.ad.jp,7,146.97.38.49,4.645,5.636,5.558
16 Apr,20:00:01,www.harenet.ad.jp,8,146.97.33.61,4.902,5.042,4.962
16 Apr,20:00:01,www.harenet.ad.jp,9,146.97.35.194,4.803,5.507,4.705
16 Apr,20:00:01,www.harenet.ad.jp,10,62.115.175.106,4.608,4.961,4.887
16 Apr,20:00:01,www.harenet.ad.jp,11,62.115.142.244,6.897,6.325,6.246
16 Apr,20:00:01,www.harenet.ad.jp,12,62.115.138.216,5.071,5.005,4.939
16 Apr,20:00:01,www.harenet.ad.jp,13,62.115.133.239,11.443,13.153,11.934
16 Apr,20:00:01,www.harenet.ad.jp,14,62.115.138.227,24.586,24.172,21.545
16 Apr,20:00:01,www.harenet.ad.jp,15,62.115.140.41,160.414,226.766,157.926
16 Apr,20:00:01,www.harenet.ad.jp,16,62.115.141.122,226.936,157.282,227.151
16 Apr,20:00:01,www.harenet.ad.jp,17,62.115.139.45,166.980,231.612,226.074
16 Apr,20:00:01,www.harenet.ad.jp,18,62.115.140.25,226.650,230.278,226.517
16 Apr,20:00:01,www.harenet.ad.jp,21,211.125.114.74,247.576,244.371,247.414
